currencyId,title,currency,value,date
216,Hungary Forint,HUF,367.317616,18/12/2021
217,Iceland Krona,ISK,146.387877,18/12/2021
218,India Rupee,INR,85.424708,18/12/2021
219,Indonesia Rupiah,IDR,16166.8445,18/12/2021
220,Iran Rial,IRR,47480.95759,18/12/2021
221,Iraq Dinar,IQD,1651.610233,18/12/2021
222,Israel New Shekel,ILS,3.51358,18/12/2021
223,Jamaica Dollar,JMD,174.276479,18/12/2021
224,Jordan Dinar,JOD,0.796336,18/12/2021
225,Kazakhstan Tenge,KZT,495.596051,18/12/2021
226,Kenya Shilling,KES,127.874039,18/12/2021
227,Kuwait Dinar,KWD,0.340571,18/12/2021
228,Kyrgyzstan Som,KGS,95.298388,18/12/2021
229,Laos Kip,LAK,12538.47611,18/12/2021
230,Lebanon Pound,LBP,1711.210138,18/12/2021
231,Lesotho Loti,LSL,17.846526,18/12/2021
232,Liberia Dollar,LRD,159.58136,18/12/2021
233,Libya Dinar,LYD,5.209518,18/12/2021
234,Macau Pataca,MOP,9.095259,18/12/2021
235,Macedonia Denar,MKD,61.619562,18/12/2021
236,Malagasy Ariary,MGA,4489.739482,18/12/2021
237,Malawi Kwacha,MWK,923.861507,18/12/2021
238,Malaysia Ringgit,MYR,4.740795,18/12/2021
239,Maldives Rufiyaa,MVR,17.310873,18/12/2021
240,Mauritania Ouguiya,MRO,401.199847,18/12/2021
241,Mauritius Rupee,MUR,49.279478,18/12/2021
242,Mexico Peso,MXN,23.420534,18/12/2021
243,Moldova Leu,MDL,20.086398,18/12/2021
244,Mongolia Tugrik,MNT,3212.280221,18/12/2021
245,Morocco Dirham,MAD,10.480425,18/12/2021
246,Mozambique New Metical,MZN,71.733193,18/12/2021
247,Myanmar Kyat,MMK,2014.298598,18/12/2021
248,NL Antilles Guilder,ANG,2.039455,18/12/2021
249,Namibia Dollar,NAD,17.846521,18/12/2021
250,Nepal Rupee,NPR,136.088948,18/12/2021
251,New Zealand Dollar,NZD,1.667497,18/12/2021
252,Nicaragua Cordoba Oro,NIO,40.065213,18/12/2021
253,Nigeria Naira,NGN,460.942185,18/12/2021
254,North Korea Won,KPW,1011.428587,18/12/2021
255,Norway Kroner,NOK,10.160144,18/12/2021
256,Oman Rial,OMR,0.435726,18/12/2021
257,Pakistan Rupee,PKR,201.656141,18/12/2021
258,Panama Balboa,PAB,1.131608,18/12/2021
259,Papua New Guinea Kina,PGK,4.007921,18/12/2021
260,Paraguay Guarani,PYG,7691.29717,18/12/2021
261,Peru Nuevo Sol,PEN,4.575325,18/12/2021
262,Philippines Peso,PHP,56.056046,18/12/2021
263,Poland Zloty,PLN,4.631399,18/12/2021
264,Qatar Rial,QAR,4.091834,18/12/2021
265,Romania New Lei,RON,4.949599,18/12/2021
266,Russia Rouble,RUB,83.357348,18/12/2021
267,Rwanda Franc,RWF,1173.271259,18/12/2021
268,Samoa Tala,WST,2.922097,18/12/2021
269,Sao Tome/Principe Dobra,STD,23260.59054,18/12/2021
270,Saudi Arabia Riyal,SAR,4.217793,18/12/2021
271,Serbia Dinar,RSD,117.560086,18/12/2021
272,Seychelles Rupee,SCR,14.955767,18/12/2021
273,Sierra Leone Leone,SLL,12609.14452,18/12/2021
274,Singapore Dollar,SGD,1.537271,18/12/2021
275,Solomon Islands Dollar,SBD,9.096028,18/12/2021
276,Somali Shilling,SOS,656.305209,18/12/2021
277,South Africa Rand,ZAR,17.895601,18/12/2021
278,South Korea Won,KRW,1334.895233,18/12/2021
279,Sri Lanka Rupee,LKR,228.588979,18/12/2021
280,St Helena Pound,SHP,1.54794,18/12/2021
281,Sudan Pound,SDG,491.67085,18/12/2021
282,Suriname Dollar,SRD,24.19454,18/12/2021
283,Swaziland Lilangeni,SZL,17.953859,18/12/2021
284,Sweden Krona,SEK,10.308261,18/12/2021
285,Syria Pound,SYP,2823.563604,18/12/2021
286,Taiwan Dollar,TWD,31.289337,18/12/2021
287,Tanzania Shilling,TZS,2609.53797,18/12/2021
288,Thailand Baht,THB,37.445752,18/12/2021
289,Tonga Pa'anga,TOP,2.576165,18/12/2021
290,Trinidad/Tobago Dollar,TTD,7.695296,18/12/2021
291,Tunisia Dinar,TND,3.209643,18/12/2021
292,Turkish New Lira,TRY,18.451273,18/12/2021
293,Uganda Shilling,UGX,4022.918557,18/12/2021
294,Ukraine Hryvnia,UAH,30.842276,18/12/2021
295,Uruguay Peso,UYU,50.216494,18/12/2021
296,United Arab Emirates Dirham,AED,4.12787,18/12/2021
297,Vanuatu Vatu,VUV,127.274423,18/12/2021
298,Vietnam Dong,VND,25827.955,18/12/2021
299,Yemen Rial,YER,281.233771,18/12/2021
300,Zambia Kwacha,ZMK,10115.63935,18/12/2021
301,Australia Dollar,AUD,1.577277,19/12/2021
302,Great Britain Pound,GBP,0.848382,19/12/2021
303,Euro,EUR,1,19/12/2021
304,Japan Yen,JPY,127.794057,19/12/2021
305,Switzerland Franc,CHF,1.038702,19/12/2021
306,USA Dollar,USD,1.12381,19/12/2021
307,Afghanistan Afghani,AFN,115.7104,19/12/2021
308,Albania Lek,ALL,120.749546,19/12/2021
309,Algeria Dinar,DZD,156.234309,19/12/2021
310,Angola Kwanza,AOA,638.337406,19/12/2021
311,Argentina Peso,ARS,115.278973,19/12/2021
312,Armenia Dram,AMD,557.435576,19/12/2021
313,Aruba Florin,AWG,2.023419,19/12/2021
314,Azerbaijan New Manat,AZN,1.914938,19/12/2021
315,Bahamas Dollar,BSD,1.131608,19/12/2021
316,Bahrain Dinar,BHD,0.426628,19/12/2021
317,Bangladesh Taka,BDT,97.138946,19/12/2021
318,Barbados Dollar,BBD,2.284913,19/12/2021
319,Belarus Ruble,BYR,22026.6689,19/12/2021
320,Belize Dollar,BZD,2.281014,19/12/2021
321,Bermuda Dollar,BMD,1.12381,19/12/2021
322,Bhutan Ngultrum,BTN,85.055692,19/12/2021
323,Bolivia Boliviano,BOB,7.802578,19/12/2021
324,Bosnia Mark,BAM,1.955499,19/12/2021
325,Botswana Pula,BWP,13.266453,19/12/2021
326,Brazil Real,BRL,6.401591,19/12/2021
327,Brunei Dollar,BND,1.544738,19/12/2021
328,Bulgaria Lev,BGN,1.953866,19/12/2021
329,Burundi Franc,BIF,2255.817887,19/12/2021
330,CFA Franc BCEAO,XOF,655.845906,19/12/2021
331,CFA Franc BEAC,XAF,655.845906,19/12/2021
332,CFP Franc,XPF,119.629945,19/12/2021
333,Cambodia Riel,KHR,4610.219074,19/12/2021
334,Canada Dollar,CAD,1.449131,19/12/2021
335,Cape Verde Escudo,CVE,110.246325,19/12/2021
336,Cayman Islands Dollar,KYD,0.94304,19/12/2021
337,Chili Peso,CLP,961.041009,19/12/2021
338,China Yuan/Renminbi,CNY,7.164741,19/12/2021
339,Colombia Peso,COP,4547.829642,19/12/2021
340,Comoros Franc,KMF,491.526285,19/12/2021
341,Congo Franc,CDF,2250.991111,19/12/2021
342,Costa Rica Colon,CRC,722.17767,19/12/2021
343,Croatia Kuna,HRK,7.51728,19/12/2021
344,Cuba Convertible Peso,CUC,1.12381,19/12/2021
345,Cuba Peso,CUP,29.780955,19/12/2021
346,Czech Koruna,CZK,25.220368,19/12/2021
347,Denmark Krone,DKK,7.437114,19/12/2021
348,Djibouti Franc,DJF,201.455875,19/12/2021
349,Dominican Republich Peso,DOP,64.299108,19/12/2021
350,East Caribbean Dollar,XCD,3.037152,19/12/2021
351,Egypt Pound,EGP,17.690003,19/12/2021
352,El Salvador Colon,SVC,9.901323,19/12/2021
353,Ethiopia Birr,ETB,55.25814,19/12/2021
354,Falkland Islands Pound,FKP,0.847778,19/12/2021
355,Fiji Dollar,FJD,2.401361,19/12/2021
356,Gambia Dalasi,GMD,59.416254,19/12/2021
357,Georgia Lari,GEL,3.466998,19/12/2021
358,Ghana New Cedi,GHS,6.888833,19/12/2021
359,Gibraltar Pound,GIP,0.847778,19/12/2021
360,Guatemala Quetzal,GTQ,8.750318,19/12/2021
361,Guinea Franc,GNF,10728.98262,19/12/2021
362,Guyana Dollar,GYD,236.649914,19/12/2021
363,Haiti Gourde,HTG,113.667746,19/12/2021
364,Honduras Lempira,HNL,27.433353,19/12/2021
365,Hong Kong Dollar,HKD,8.768581,19/12/2021
366,Hungary Forint,HUF,367.317616,19/12/2021
367,Iceland Krona,ISK,146.387877,19/12/2021
368,India Rupee,INR,85.424708,19/12/2021
369,Indonesia Rupiah,IDR,16166.8445,19/12/2021
370,Iran Rial,IRR,47480.95759,19/12/2021
371,Iraq Dinar,IQD,1651.610233,19/12/2021
372,Israel New Shekel,ILS,3.51358,19/12/2021
373,Jamaica Dollar,JMD,174.276479,19/12/2021
374,Jordan Dinar,JOD,0.796336,19/12/2021
375,Kazakhstan Tenge,KZT,495.596051,19/12/2021
376,Kenya Shilling,KES,127.874039,19/12/2021
377,Kuwait Dinar,KWD,0.340571,19/12/2021
378,Kyrgyzstan Som,KGS,95.298388,19/12/2021
379,Laos Kip,LAK,12538.47611,19/12/2021
380,Lebanon Pound,LBP,1711.210138,19/12/2021
381,Lesotho Loti,LSL,17.846526,19/12/2021
382,Liberia Dollar,LRD,159.58136,19/12/2021
383,Libya Dinar,LYD,5.209518,19/12/2021
384,Macau Pataca,MOP,9.095259,19/12/2021
385,Macedonia Denar,MKD,61.619562,19/12/2021
386,Malagasy Ariary,MGA,4489.739482,19/12/2021
387,Malawi Kwacha,MWK,923.861507,19/12/2021
388,Malaysia Ringgit,MYR,4.740795,19/12/2021
389,Maldives Rufiyaa,MVR,17.310873,19/12/2021
390,Mauritania Ouguiya,MRO,401.199847,19/12/2021
391,Mauritius Rupee,MUR,49.279478,19/12/2021
392,Mexico Peso,MXN,23.420534,19/12/2021
393,Moldova Leu,MDL,20.086398,19/12/2021
394,Mongolia Tugrik,MNT,3212.280221,19/12/2021
395,Morocco Dirham,MAD,10.480425,19/12/2021
396,Mozambique New Metical,MZN,71.733193,19/12/2021
397,Myanmar Kyat,MMK,2014.298598,19/12/2021
398,NL Antilles Guilder,ANG,2.039455,19/12/2021
399,Namibia Dollar,NAD,17.846521,19/12/2021
400,Nepal Rupee,NPR,136.088948,19/12/2021
401,New Zealand Dollar,NZD,1.667497,19/12/2021
402,Nicaragua Cordoba Oro,NIO,40.065213,19/12/2021
403,Nigeria Naira,NGN,460.942185,19/12/2021
404,North Korea Won,KPW,1011.428587,19/12/2021
405,Norway Kroner,NOK,10.160144,19/12/2021
406,Oman Rial,OMR,0.435726,19/12/2021
407,Pakistan Rupee,PKR,201.656141,19/12/2021
408,Panama Balboa,PAB,1.131608,19/12/2021
409,Papua New Guinea Kina,PGK,4.007921,19/12/2021
410,Paraguay Guarani,PYG,7691.29717,19/12/2021
411,Peru Nuevo Sol,PEN,4.575325,19/12/2021
412,Philippines Peso,PHP,56.056046,19/12/2021
413,Poland Zloty,PLN,4.631399,19/12/2021
414,Qatar Rial,QAR,4.091834,19/12/2021
415,Romania New Lei,RON,4.949599,19/12/2021
416,Russia Rouble,RUB,83.357348,19/12/2021
417,Rwanda Franc,RWF,1173.271259,19/12/2021
418,Samoa Tala,WST,2.922097,19/12/2021
419,Sao Tome/Principe Dobra,STD,23260.59054,19/12/2021
420,Saudi Arabia Riyal,SAR,4.217793,19/12/2021
421,Serbia Dinar,RSD,117.560086,19/12/2021
422,Seychelles Rupee,SCR,14.955767,19/12/2021
423,Sierra Leone Leone,SLL,12609.14452,19/12/2021
424,Singapore Dollar,SGD,1.537271,19/12/2021
425,Solomon Islands Dollar,SBD,9.096028,19/12/2021
426,Somali Shilling,SOS,656.305209,19/12/2021
427,South Africa Rand,ZAR,17.895601,19/12/2021
428,South Korea Won,KRW,1334.962661,19/12/2021
429,Sri Lanka Rupee,LKR,228.588979,19/12/2021
430,St Helena Pound,SHP,1.54794,19/12/2021
431,Sudan Pound,SDG,491.67085,19/12/2021
432,Suriname Dollar,SRD,24.19454,19/12/2021
433,Swaziland Lilangeni,SZL,17.953859,19/12/2021
434,Sweden Krona,SEK,10.308261,19/12/2021
435,Syria Pound,SYP,2823.563604,19/12/2021
436,Taiwan Dollar,TWD,31.289337,19/12/2021
437,Tanzania Shilling,TZS,2609.53797,19/12/2021
438,Thailand Baht,THB,37.445752,19/12/2021
439,Tonga Pa'anga,TOP,2.576165,19/12/2021
440,Trinidad/Tobago Dollar,TTD,7.695296,19/12/2021
441,Tunisia Dinar,TND,3.209643,19/12/2021
442,Turkish New Lira,TRY,18.451273,19/12/2021
443,Uganda Shilling,UGX,4022.918557,19/12/2021
444,Ukraine Hryvnia,UAH,30.842276,19/12/2021
445,Uruguay Peso,UYU,50.216494,19/12/2021
446,United Arab Emirates Dirham,AED,4.12787,19/12/2021
447,Vanuatu Vatu,VUV,127.274423,19/12/2021
448,Vietnam Dong,VND,25827.955,19/12/2021
449,Yemen Rial,YER,281.233771,19/12/2021
450,Zambia Kwacha,ZMK,10115.63935,19/12/2021
451,Australia Dollar,AUD,1.579708,20/12/2021
452,Great Britain Pound,GBP,0.850281,20/12/2021
453,Euro,EUR,1,20/12/2021
454,Japan Yen,JPY,127.703724,20/12/2021
455,Switzerland Franc,CHF,1.038841,20/12/2021
456,USA Dollar,USD,1.124405,20/12/2021
457,Afghanistan Afghani,AFN,115.791262,20/12/2021
458,Albania Lek,ALL,120.83608,20/12/2021
459,Algeria Dinar,DZD,156.356723,20/12/2021
460,Angola Kwanza,AOA,638.67552,20/12/2021
461,Argentina Peso,ARS,115.297976,20/12/2021
462,Armenia Dram,AMD,557.835056,20/12/2021
463,Aruba Florin,AWG,2.024491,20/12/2021
464,Azerbaijan New Manat,AZN,1.90854,20/12/2021
465,Bahamas Dollar,BSD,1.132394,20/12/2021
466,Bahrain Dinar,BHD,0.426933,20/12/2021
467,Bangladesh Taka,BDT,97.208559,20/12/2021
468,Barbados Dollar,BBD,2.28652,20/12/2021
469,Belarus Ruble,BYR,22038.3358,20/12/2021
470,Belize Dollar,BZD,2.282323,20/12/2021
471,Bermuda Dollar,BMD,1.124405,20/12/2021
472,Bhutan Ngultrum,BTN,85.116647,20/12/2021
473,Bolivia Boliviano,BOB,7.80817,20/12/2021
474,Bosnia Mark,BAM,1.9569,20/12/2021
475,Botswana Pula,BWP,13.275842,20/12/2021
476,Brazil Real,BRL,6.404945,20/12/2021
477,Brunei Dollar,BND,1.545818,20/12/2021
478,Bulgaria Lev,BGN,1.956916,20/12/2021
479,Burundi Franc,BIF,2257.394317,20/12/2021
480,CFA Franc BCEAO,XOF,656.30131,20/12/2021
481,CFA Franc BEAC,XAF,656.31591,20/12/2021
482,CFP Franc,XPF,119.692469,20/12/2021
483,Cambodia Riel,KHR,4613.440828,20/12/2021
484,Canada Dollar,CAD,1.450437,20/12/2021
485,Cape Verde Escudo,CVE,110.325332,20/12/2021
486,Cayman Islands Dollar,KYD,0.943716,20/12/2021
487,Chili Peso,CLP,961.712612,20/12/2021
488,China Yuan/Renminbi,CNY,7.171681,20/12/2021
489,Colombia Peso,COP,4551.088791,20/12/2021
490,Comoros Franc,KMF,491.786599,20/12/2021
491,Congo Franc,CDF,2252.182526,20/12/2021
492,Costa Rica Colon,CRC,722.69521,20/12/2021
493,Croatia Kuna,HRK,7.521257,20/12/2021
494,Cuba Convertible Peso,CUC,1.124405,20/12/2021
495,Cuba Peso,CUP,29.79673,20/12/2021
496,Czech Koruna,CZK,25.192521,20/12/2021
497,Denmark Krone,DKK,7.436308,20/12/2021
498,Djibouti Franc,DJF,201.598452,20/12/2021
499,Dominican Republich Peso,DOP,64.344329,20/12/2021
500,East Caribbean Dollar,XCD,3.038761,20/12/2021
501,Egypt Pound,EGP,17.814798,20/12/2021
502,El Salvador Colon,SVC,9.908418,20/12/2021
503,Ethiopia Birr,ETB,55.29774,20/12/2021
504,Falkland Islands Pound,FKP,0.848227,20/12/2021
505,Fiji Dollar,FJD,2.40263,20/12/2021
506,Gambia Dalasi,GMD,59.447123,20/12/2021
507,Georgia Lari,GEL,3.468734,20/12/2021
508,Ghana New Cedi,GHS,6.89377,20/12/2021
509,Gibraltar Pound,GIP,0.848227,20/12/2021
